Unnamed: 0,UNIT NAME,INR,UNIT CODE,COUNTY,FUEL,ZONE,IN SERVICE,INSTALLED CAPACITY RATING (MW),WINTER CAPACITY (MW),file_link
1108.0,EASTBELL MILAM SOLAR II,24INR0208,EBELLSL2_UNIT1,MILAM,SOLAR,SOUTH,2025,150.6,150.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1109.0,ELIZA SOLAR,21INR0368,ELZA_SLR_SOLAR1,KAUFMAN,SOLAR,NORTH,2025,151.7,151.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1110.0,ESTONIAN SOLAR FARM U1,22INR0335,ESTONIAN_SOLAR1,DELTA,SOLAR,NORTH,2025,88.4,88.3,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1111.0,ESTONIAN SOLAR FARM U2,22INR0335,ESTONIAN_SOLAR2,DELTA,SOLAR,NORTH,2025,114.4,114.1,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1112.0,FIGHTING JAYS SOLAR U1,21INR0278,JAY_UNIT1,FORT BEND,SOLAR,HOUSTON,2025,179.5,179.6,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1113.0,FIGHTING JAYS SOLAR U2,21INR0278,JAY_UNIT2,FORT BEND,SOLAR,HOUSTON,2025,171.8,171.9,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1114.0,GRANSOLAR TEXAS ONE,22INR0511,GRAN_SLR_UNIT1,MILAM,SOLAR,SOUTH,2025,50.19,50.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1115.0,GRIMES COUNTY SOLAR U1,23INR0160,GRIM_SLR_UNIT1,GRIMES,SOLAR,NORTH,2025,104.46,103.8,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1116.0,GRIMES COUNTY SOLAR U2,23INR0160,GRIM_SLR_UNIT2,GRIMES,SOLAR,NORTH,2025,79.87,79.4,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1117.0,GRIMES COUNTY SOLAR U3,23INR0160,GRIM_SLR_UNIT3,GRIMES,SOLAR,NORTH,2025,26.92,26.8,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1118.0,HORNET SOLAR U1,23INR0021,HRNT_SLR_UNIT1,SWISHER,SOLAR,PANHANDLE,2025,200.65,200.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1119.0,HORNET SOLAR U2,23INR0021,HRNT_SLR_UNIT2,SWISHER,SOLAR,PANHANDLE,2025,200.54,200.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1120.0,HORNET SOLAR U3,23INR0021,HRNT_SLR_UNIT3,SWISHER,SOLAR,PANHANDLE,2025,201.18,200.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1121.0,HOVEY (BARILLA SOLAR 1B),12INR0059b,HOVEY_UNIT2,PECOS,SOLAR,WEST,2025,7.41,7.4,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1122.0,JUNGMANN SOLAR,22INR0356,JUNG_SLR_UNIT1,MILAM,SOLAR,SOUTH,2025,40.21,40.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1124.0,MERCURY SOLAR U1,21INR0257,MERCURY_PV1,HILL,SOLAR,NORTH,2025,203.5,203.5,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1125.0,MERCURY SOLAR U2,23INR0153,MERCURY_PV2,HILL,SOLAR,NORTH,2025,203.5,203.5,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
1161.0,XE MURAT [ADLONG] SOLAR,22INR0354,ADL_SOLAR1,HARRIS,SOLAR,HOUSTON,2025,60.14,60.0,https://www.ercot.com/files/docs/2025/05/02/MORA_July2025.xlsx
874.0,7V SOLAR,,7RNCHSLR_UNIT1,FAYETTE,SOLAR,SOUTH,2025.0,139.5,139.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
875.0,7V SOLAR U2,,7RNCHSLR_UNIT2,FAYETTE,SOLAR,SOUTH,2025.0,95.54,95.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
876.0,7V SOLAR U3,,7RNCHSLR_UNIT3,FAYETTE,SOLAR,SOUTH,2025.0,5.57,5.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
877.0,ACACIA SOLAR,,ACACIA_UNIT_1,PRESIDIO,SOLAR,WEST,2012.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
879.0,ALEXIS SOLAR,,ALEXIS_ALEXIS,BROOKS,SOLAR,SOUTH,2019.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
880.0,ANDROMEDA SOLAR U1,,ANDMDSLR_UNIT1,SCURRY,SOLAR,WEST,2024.0,158.8,158.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
881.0,ANDROMEDA SOLAR U2,,ANDMDSLR_UNIT2,SCURRY,SOLAR,WEST,2024.0,162.4,162.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
882.0,ANSON SOLAR U1,,ANSON1_UNIT1,JONES,SOLAR,WEST,2022.0,100.8,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
883.0,ANSON SOLAR U2,,ANSON1_UNIT2,JONES,SOLAR,WEST,2022.0,100.8,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
884.0,ARAGORN SOLAR,,ARAGORN_UNIT1,CULBERSON,SOLAR,WEST,2021.0,188.2,185.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
885.0,AUREOLA SOLAR U1,,AURO_SLR_UNIT1,MILAM,SOLAR,SOUTH,2024.0,201.66,200.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
886.0,AZURE SKY SOLAR U1,,AZURE_SOLAR1,HASKELL,SOLAR,WEST,2021.0,74.9,74.9,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
887.0,AZURE SKY SOLAR U2,,AZURE_SOLAR2,HASKELL,SOLAR,WEST,2021.0,153.5,153.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
893.0,BLUEBELL SOLAR (CAPRICORN RIDGE SOLAR),,CAPRIDG4_BB_PV,STERLING,SOLAR,WEST,2019.0,30.0,30.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
894.0,BLUEBELL SOLAR II 1 (CAPRICORN RIDGE 4),,CAPRIDG4_BB2_PV1,STERLING,SOLAR,WEST,2021.0,100.0,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
895.0,BLUEBELL SOLAR II 2 (CAPRICORN RIDGE 4),,CAPRIDG4_BB2_PV2,STERLING,SOLAR,WEST,2021.0,15.0,15.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
896.0,BNB LAMESA SOLAR (PHASE I),,LMESASLR_UNIT1,DAWSON,SOLAR,WEST,2018.0,101.6,101.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
897.0,BNB LAMESA SOLAR (PHASE II),,LMESASLR_IVORY,DAWSON,SOLAR,WEST,2018.0,50.0,50.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
898.0,BOVINE SOLAR LLC,,BOVINE_BOVINE,AUSTIN,SOLAR,SOUTH,2018.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
899.0,BOVINE SOLAR LLC,,BOVINE2_BOVINE2,AUSTIN,SOLAR,SOUTH,2018.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
900.0,BPL FILES SOLAR,,FILESSLR_PV1,HILL,SOLAR,NORTH,2023.0,146.09,145.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
901.0,BRIGHTSIDE SOLAR,,BRIGHTSD_UNIT1,BEE,SOLAR,SOUTH,2022.0,53.4,50.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
902.0,BRONSON SOLAR I,,BRNSN_BRNSN,FORT BEND,SOLAR,HOUSTON,2018.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
903.0,BRONSON SOLAR II,,BRNSN2_BRNSN2,FORT BEND,SOLAR,HOUSTON,2018.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
904.0,CASCADE SOLAR I,,CASCADE_CASCADE,WHARTON,SOLAR,SOUTH,2018.0,177.52,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
905.0,CASCADE SOLAR II,,CASCADE2_CASCADE2,WHARTON,SOLAR,SOUTH,2018.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
906.0,CASTLE GAP SOLAR,,CASL_GAP_UNIT1,UPTON,SOLAR,WEST,2018.0,180.0,180.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
907.0,CATAN SOLAR,,CS10_CATAN,KARNES,SOLAR,SOUTH,2020.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
908.0,CHISUM SOLAR,,CHISUM_CHISUM,LAMAR,SOLAR,NORTH,2018.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
910.0,CONIGLIO SOLAR,,CONIGLIO_UNIT1,FANNIN,SOLAR,NORTH,2021.0,125.7,125.7,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
911.0,CORAL SOLAR U1,,CORALSLR_SOLAR1,FALLS,SOLAR,NORTH,2024.0,97.7,96.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
912.0,CORAL SOLAR U2,,CORALSLR_SOLAR2,FALLS,SOLAR,NORTH,2024.0,56.3,55.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
913.0,CORAZON SOLAR PHASE I,,CORAZON_UNIT1,WEBB,SOLAR,SOUTH,2021.0,202.6,202.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
914.0,CROWN SOLAR,,CRWN_SLR_UNIT1,FALLS,SOLAR,NORTH,2024.0,101.3,100.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
915.0,DANCIGER SOLAR U1,,DAG_UNIT1,BRAZORIA,SOLAR,COASTAL,2023.0,101.4,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
916.0,DANCIGER SOLAR U2,,DAG_UNIT2,BRAZORIA,SOLAR,COASTAL,2023.0,101.4,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
917.0,DILEO SOLAR,,DILEOSLR_UNIT1,BOSQUE,SOLAR,NORTH,2023.0,71.4,71.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
918.0,EAST BLACKLAND SOLAR (PFLUGERVILLE SOLAR),,E_BLACK_UNIT_1,TRAVIS,SOLAR,SOUTH,2021.0,144.0,144.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
919.0,EDDY SOLAR II,,EDDYII_EDDYII,MCLENNAN,SOLAR,NORTH,2018.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
920.0,EIFFEL SOLAR,,EIFSLR_UNIT1,LAMAR,SOLAR,NORTH,2023.0,241.0,240.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
921.0,ELARA SOLAR,,ELARA_SL_UNIT1,FRIO,SOLAR,SOUTH,2022.0,132.4,132.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
922.0,ELLIS SOLAR,,ELLISSLR_UNIT1,ELLIS,SOLAR,NORTH,2023.0,81.3,80.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
923.0,EMERALD GROVE SOLAR (PECOS SOLAR POWER I),,EGROVESL_UNIT1,CRANE,SOLAR,WEST,2023.0,109.5,108.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
924.0,EUNICE SOLAR U1,,EUNICE_PV1,ANDREWS,SOLAR,WEST,2021.0,189.6,189.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
925.0,EUNICE SOLAR U2,,EUNICE_PV2,ANDREWS,SOLAR,WEST,2021.0,237.1,237.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
926.0,FENCE POST SOLAR U1,,FENCESLR_SOLAR1,NAVARRO,SOLAR,NORTH,2025.0,138.88,138.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
927.0,FENCE POST SOLAR U2,,FENCESLR_SOLAR2,NAVARRO,SOLAR,NORTH,2025.0,97.98,98.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
928.0,FIFTH GENERATION SOLAR 1,,FIFTHGS1_FGSOLAR1,TRAVIS,SOLAR,SOUTH,2016.0,6.8,6.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
929.0,FIVE WELLS SOLAR U1,,FIVEWSLR_UNIT1,BELL,SOLAR,NORTH,2025.0,194.42,194.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
930.0,FIVE WELLS SOLAR U2,,FIVEWSLR_UNIT2,BELL,SOLAR,NORTH,2025.0,126.97,127.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
931.0,FOWLER RANCH,,FWLR_SLR_UNIT1,CRANE,SOLAR,WEST,2020.0,152.5,150.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
933.0,FRYE SOLAR U1,,FRYE_SLR_UNIT1,SWISHER,SOLAR,PANHANDLE,2024.0,250.9,250.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
934.0,FRYE SOLAR U2,,FRYE_SLR_UNIT2,SWISHER,SOLAR,PANHANDLE,2024.0,251.1,250.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
935.0,FS BARILLA SOLAR-PECOS,,HOVEY_UNIT1,PECOS,SOLAR,WEST,2015.0,22.0,22.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
936.0,FS EAST PECOS SOLAR,,BOOTLEG_UNIT1,PECOS,SOLAR,WEST,2017.0,126.0,121.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
937.0,GALLOWAY 1 SOLAR,,GALLOWAY_SOLAR1,CONCHO,SOLAR,WEST,2021.0,250.0,250.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
938.0,GALLOWAY 2 SOLAR,,GALLOWAY_SOLAR2,CONCHO,SOLAR,WEST,2024.0,111.1,110.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
939.0,GOLINDA SOLAR,,GOLINDA_UNIT1,FALLS,SOLAR,NORTH,2024.0,101.1,100.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
940.0,GREASEWOOD SOLAR 1,,GREASWOD_UNIT1,PECOS,SOLAR,WEST,2021.0,126.3,124.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
941.0,GREASEWOOD SOLAR 2,,GREASWOD_UNIT2,PECOS,SOLAR,WEST,2021.0,132.2,130.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
942.0,GRIFFIN SOLAR,,GRIFFIN_GRIFFIN,MCLENNAN,SOLAR,NORTH,2019.0,5.0,5.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
943.0,GRIZZLY RIDGE SOLAR,,GRIZZLY_SOLAR1,HAMILTON,SOLAR,NORTH,2023.0,101.7,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
944.0,HALO SOLAR,,HALO_SLR_UNIT1,BELL,SOLAR,NORTH,2024.0,251.15,250.4,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
945.0,HIGHWAY 56,,HWY56_HWY56,GRAYSON,SOLAR,NORTH,2017.0,5.3,5.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
947.0,HOLLYWOOD SOLAR U1,,HOL_UNIT1,WHARTON,SOLAR,SOUTH,2024.0,176.14,175.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
948.0,HOLLYWOOD SOLAR U2,,HOL_UNIT2,WHARTON,SOLAR,SOUTH,2024.0,178.95,178.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
949.0,HOLSTEIN SOLAR 1,,HOLSTEIN_SOLAR1,NOLAN,SOLAR,WEST,2020.0,102.2,102.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
950.0,HOLSTEIN SOLAR 2,,HOLSTEIN_SOLAR2,NOLAN,SOLAR,WEST,2020.0,102.3,102.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
951.0,HOPKINS SOLAR U1,,HOPKNSLR_UNIT1,HOPKINS,SOLAR,NORTH,2024.0,175.35,174.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
952.0,HOPKINS SOLAR U2,,HOPKNSLR_UNIT2,HOPKINS,SOLAR,NORTH,2024.0,76.17,75.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
953.0,HORIZON SOLAR,,HRZN_SLR_UNIT1,FRIO,SOLAR,SOUTH,2024.0,203.5,200.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
955.0,IMPACT SOLAR,,IMPACT_UNIT1,LAMAR,SOLAR,NORTH,2021.0,198.5,198.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
956.0,JADE SOLAR U1,,JADE_SLR_UNIT1,SCURRY,SOLAR,WEST,2024.0,158.8,158.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
957.0,JADE SOLAR U2,,JADE_SLR_UNIT2,SCURRY,SOLAR,WEST,2024.0,162.4,162.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
958.0,JUNO SOLAR PHASE I,,JUNO_UNIT1,BORDEN,SOLAR,WEST,2021.0,162.1,162.1,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
959.0,JUNO SOLAR PHASE II,,JUNO_UNIT2,BORDEN,SOLAR,WEST,2021.0,143.5,143.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
960.0,KELLAM SOLAR,,KELAM_SL_UNIT1,VAN ZANDT,SOLAR,NORTH,2020.0,59.8,59.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
961.0,LAMPWICK SOLAR,,LAMPWICK_LAMPWICK,MENARD,SOLAR,WEST,2019.0,7.5,7.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
963.0,LAPETUS SOLAR,,LAPETUS_UNIT_1,ANDREWS,SOLAR,WEST,2020.0,100.7,100.7,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
964.0,LEON,,LEON_LEON,HUNT,SOLAR,NORTH,2017.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
965.0,LILY SOLAR,,LILY_SOLAR1,KAUFMAN,SOLAR,NORTH,2021.0,147.6,147.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
966.0,LONG DRAW SOLAR U1,,LGDRAW_S_UNIT1_1,BORDEN,SOLAR,WEST,2021.0,98.5,98.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
967.0,LONG DRAW SOLAR U2,,LGDRAW_S_UNIT1_2,BORDEN,SOLAR,WEST,2021.0,128.3,128.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
968.0,LONGBOW SOLAR,,LON_SOLAR1,BRAZORIA,SOLAR,COASTAL,2024.0,78.2,77.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
971.0,MANDORLA SOLAR,,MAND_SLR_UNIT1,MILAM,SOLAR,SOUTH,2024.0,251.45,250.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
972.0,MARLIN,,MARLIN_MARLIN,FALLS,SOLAR,NORTH,2017.0,5.3,5.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
973.0,MARS SOLAR (DG),,MARS_MARS,WEBB,SOLAR,SOUTH,2019.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
974.0,MCLEAN (SHAKES) SOLAR,,MCLNSLR_UNIT1,DIMMIT,SOLAR,SOUTH,2023.0,207.4,200.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
992.0,OCI ALAMO 4 SOLAR-BRACKETVILLE,,ECLIPSE_UNIT1,KINNEY,SOLAR,SOUTH,2014.0,37.62,37.6,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
993.0,OCI ALAMO 5 (DOWNIE RANCH),,HELIOS_UNIT1,UVALDE,SOLAR,SOUTH,2015.0,100.0,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1021.0,RENEWABLE ENERGY ALTERNATIVES-CCS1,,COSERVSS_CSS1,DENTON,SOLAR,NORTH,2015.0,2.0,2.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1027.0,SOLAIREHOLMAN 1,,LASSO_UNIT1,BREWSTER,SOLAR,WEST,2018.0,50.0,50.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1053.0,TPE ERATH SOLAR,,ERATH_ERATH21,ERATH,SOLAR,NORTH,2021.0,10.0,10.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1076.0,ANGELO SOLAR,19INR0203,ANG_SLR_UNIT1,TOM GREEN,SOLAR,WEST,2025.0,195.41,195.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1077.0,ASH CREEK SOLAR U1,21INR0379,ASCK_SLR_SOLAR1,HILL,SOLAR,NORTH,2025.0,206.8,203.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1078.0,ASH CREEK SOLAR U2,21INR0379,ASCK_SLR_SOLAR2,HILL,SOLAR,NORTH,2025.0,210.94,207.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1079.0,AZALEA SPRINGS SOLAR,19INR0110,AZSP_SLR_SOLAR1,ANGELINA,SOLAR,NORTH,2025.0,181.0,180.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1080.0,BAKER BRANCH SOLAR U1,23INR0026,BAKE_SLR_UNIT1,LAMAR,SOLAR,NORTH,2025.0,234.84,233.9,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1081.0,BAKER BRANCH SOLAR U2,23INR0026,BAKE_SLR_UNIT2,LAMAR,SOLAR,NORTH,2025.0,234.57,233.9,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1082.0,BIG ELM SOLAR,21INR0353,BELM_SLR_UNIT1,BELL,SOLAR,NORTH,2025.0,200.99,200.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1083.0,BIG STAR SOLAR U1,21INR0413,BIG_STAR_UNIT1,BASTROP,SOLAR,SOUTH,2025.0,132.27,130.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1084.0,BIG STAR SOLAR U2,21INR0413,BIG_STAR_UNIT2,BASTROP,SOLAR,SOUTH,2025.0,70.83,70.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1085.0,BLUE JAY SOLAR I,21INR0538,BLUEJAY_UNIT1,GRIMES,SOLAR,NORTH,2025.0,69.0,69.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1086.0,BLUE JAY SOLAR II,19INR0085,BLUEJAY_UNIT2,GRIMES,SOLAR,NORTH,2025.0,141.0,141.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1087.0,BRIGHT ARROW SOLAR U1,22INR0242,BR_ARROW_UNIT1,HOPKINS,SOLAR,NORTH,2025.0,127.3,127.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1088.0,BRIGHT ARROW SOLAR U2,22INR0242,BR_ARROW_UNIT2,HOPKINS,SOLAR,NORTH,2025.0,173.9,173.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1089.0,BUFFALO CREEK (OLD 300 SOLAR CENTER) U1,21INR0406,BCK_UNIT1,FORT BEND,SOLAR,HOUSTON,2025.0,217.5,217.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1090.0,BUFFALO CREEK (OLD 300 SOLAR CENTER) U2,21INR0406,BCK_UNIT2,FORT BEND,SOLAR,HOUSTON,2025.0,221.3,221.3,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1091.0,CHEVRON ALLEN SOLAR (HAYHURST TEXAS SOLAR),22INR0363,CHAL_SLR_SOLAR1,CULBERSON,SOLAR,WEST,2024.0,25.22,24.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1092.0,CHILLINGHAM SOLAR U1,23INR0070,CHIL_SLR_SOLAR1,BELL,SOLAR,NORTH,2025.0,174.3,173.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1093.0,CHILLINGHAM SOLAR U2,23INR0070,CHIL_SLR_SOLAR2,BELL,SOLAR,NORTH,2025.0,178.1,177.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1094.0,COMPADRE SOLAR U1,24INR0023,CMPD_SLR_SOLAR1,HILL,SOLAR,NORTH,2025.0,195.17,194.5,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1095.0,COMPADRE SOLAR U2,24INR0023,CMPD_SLR_SOLAR2,HILL,SOLAR,NORTH,2025.0,211.37,211.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1096.0,COTTONWOOD BAYOU SOLAR I U1,19INR0134,CTW_SOLAR1,BRAZORIA,SOLAR,COASTAL,2025.0,175.69,175.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1097.0,COTTONWOOD BAYOU SOLAR I U2,19INR0134,CTW_SOLAR2,BRAZORIA,SOLAR,COASTAL,2025.0,175.71,175.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1098.0,DAMAZO (SECOND DIVISION) SOLAR,20INR0248,DMA_SOLAR1,BRAZORIA,SOLAR,COASTAL,2025.0,100.2,100.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1099.0,DANISH FIELDS SOLAR U1,20INR0069,DAN_UNIT1,WHARTON,SOLAR,SOUTH,2025.0,301.3,300.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1100.0,DANISH FIELDS SOLAR U2,20INR0069,DAN_UNIT2,WHARTON,SOLAR,SOUTH,2025.0,151.0,150.2,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1101.0,DANISH FIELDS SOLAR U3,20INR0069,DAN_UNIT3,WHARTON,SOLAR,SOUTH,2025.0,150.5,149.8,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
1102.0,DELILAH SOLAR 1 U1,22INR0202,DELILA_1_G1,LAMAR,SOLAR,NORTH,2025.0,153.54,150.0,https://www.ercot.com/files/docs/2025/04/04/MORA_June2025.xlsx
